Substance,Macro-region,Sector,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
GWP_100_AR5_CO2,Asia-Pacific Developed,Forest Land,-493.19985783519,-494.36653731144,-494.42772938375,-493.74629295989,-492.25373979488,-487.7491041016,-489.57076500385,-485.20830227589,-487.93906746296,-481.7868735395,-471.95821060164,-472.21124685107,-473.23114519922,-473.78796409151,-474.76864401193,-475.15843427424,-471.37841566377,-467.83604876665,-474.79368277465,-479.83584926119,-470.9702848898,-462.68133326655,-465.36228816435,-458.61916122858,-453.04960211476,-447.64714445098,-437.50598455576,-415.32926166726,-411.03329171564,-410.38426135781,-415.57713065396,-417.76260556627,-417.36242791015
GWP_100_AR5_CO2,Asia-Pacific Developed,Organic Soil,3.3484042695355,3.3484042695355,3.3484042695355,3.3484042695355,3.3484042695355,3.3484042695355,3.3484042695355,3.3484042695355,3.3484042695355,3.3484042695355,3.3484042695355,3.3688798444508,3.1580852360149,3.1223707469792,3.2711863433887,3.1928383911057,3.3181814320448,3.1701600998156,3.2533335078951,3.2405262692609,3.3929643933141,3.582205220145,3.2779701200888,3.1260443184243,3.2591174313954,3.0706775478238,3.061879566188,3.3059294968662,3.2032471779859,3.0402548032979,3.1222771885779,3.1222771885779,3.1222771885779
GWP_100_AR5_CO2,Asia-Pacific Developed,Other Land,20.728933952663,11.967332116444,-9.4289656796175,-15.152700195265,-7.5747194631951,-24.440320062002,-18.073049957938,-15.425166030654,-27.393681905747,-32.446032155616,-25.673968987037,-28.967717531385,-34.528712357542,-20.07877933429,-20.513577601733,-10.827434108658,-1.6095994481604,8.8816024034095,12.415362139363,26.992825958191,12.317759688318,20.190146641175,14.758274928663,1.4881867639292,-1.4847054973067,-9.7986253325005,-29.163522536001,-41.656930933157,-45.996808668293,-48.672106120574,-45.426054999469,-48.556039754426,-48.556039754426
GWP_100_AR5_CO2,Eastern Asia,Deforestation,3.5663142990327,3.5663142990327,3.5663142990327,3.5663142990327,3.5663142990327,3.5663142990327,3.5663142990327,3.5663142990327,3.5663142990327,3.5663142990327,3.5663142990327,3.5663142990327,3.5663142990327,3.5663142990327,3.5663142990327,3.5663142990327,3.6376514392262,3.7089885794196,3.7803257196131,3.8516628598065,3.923,4.1505,4.378,4.6055,4.833,4.833,4.833,4.833,4.833,4.833,4.833,4.833,4.833
GWP_100_AR5_CH4,Eastern Asia,Fires,12.815449541142,12.448601038457,18.483473425491,15.899090056269,11.25551714795,11.25551714795,7.7530252695584,2.784301262289,12.519025182025,9.880413923482,15.013039683933,4.8528747943371,0.96981977018668,2.943327140054,2.4154680322503,1.1746452606056,1.080799266456,1.5407107067332,3.5657239893478,1.8038387425724,1.1340640599753,1.4373794335356,1.1075132362974,0.90971217795724,1.9045398743378,1.3214172065055,0.97870475464804,0.70158837567476,0.88006438978472,1.0087677396443,0.75777842103488,0.56458750230204,0.6293724454234
GWP_100_AR5_CO2,Eastern Asia,Fires,141.13527530094,138.69179354983,191.50868996557,145.78056972368,118.61550522848,118.61550522848,74.988898078894,25.620026603638,128.48167842108,104.86805146052,153.22438581968,54.518181190981,7.25010014247,26.34519528767,16.19811050028,8.79379822781,6.85553613306,8.39731974051,31.45066608493,16.84197543092,10.89384736505,9.83486093276,6.11773109077,7.38062579586,16.32438280128,8.26550739086,7.79944557836,6.0456574712,10.1598787549,9.46788708041,8.29705081052,5.59848422383,5.00649753498
GWP_100_AR5_N2O,Eastern Asia,Fires,6.9204326063415,6.8076951139159,9.5692656107871,7.9413083461211,5.9276415051844,5.9276415051844,4.0423038523195,1.5431298059495,6.5602383550521,5.108332103263,7.9823346472163,2.662628076116,0.6084080703832,1.7596937189237,1.2932754846699,0.73150585155999,0.66190950704205,0.93331396680649,1.8497027430487,0.99272046565769,0.67110158190857,0.93173115881534,0.78602751869285,0.59161763814754,1.090974269721,0.87385982378762,0.63551581750519,0.40400244463142,0.47885766631923,0.57242754721958,0.41850602386317,0.30662135331456,0.35922790803054
GWP_100_AR5_CO2,Eastern Asia,Forest Land,-616.38785981651,-625.38160330361,-630.58700047185,-643.36637700188,-654.31996942431,-645.87247780012,-653.35771576956,-660.74941235866,-673.69225263361,-681.67719747148,-693.22120349048,-702.16554645652,-705.14160510765,-712.18634922257,-721.25049776328,-728.60516619811,-719.6315802221,-673.24067188778,-634.16553302429,-597.62899550836,-593.38266468424,-599.1769671873,-590.55999902913,-597.64024807689,-668.78772995961,-660.30381854715,-620.66971537499,-602.91790347996,-595.39274902188,-603.81440975798,-606.77753020008,-220.36545429949,-298.59011759744
GWP_100_AR5_CO2,Eastern Asia,Other Land,201.97612177213,201.97612177213,201.97612177213,201.97612177213,201.97612177213,135.97612177213,69.976121772132,3.9761217721321,-62.023878227868,-128.02387822787,-194.02387822787,-193.92050822787,-193.77480822787,-193.66693822787,-193.59955822787,-193.41141822787,-204.08478058229,-214.81629293672,-225.61728529115,-236.49099764557,-247.49684,-262.75132,-278.7238,-294.15843,-309.49942,-309.96781,-310.05356,-310.05356,-310.05356,-310.05356,-310.05356,-310.05356,-310.05356
GWP_100_AR5_CO2,Eurasia,Deforestation,15.973761335951,13.405228541399,12.955570402283,12.708088484322,9.8211147159654,11.061933882402,9.3721941487642,8.064850372084,7.9431177456458,8.4240239540969,8.3224851151483,7.3601653883581,8.3156389189942,8.4147645175298,9.1135213837429,9.4768072078362,10.258882946872,10.992044597816,10.299470932272,13.734451166027,9.8472207362208,12.674452838496,11.579682359384,10.643886022078,6.8995259283086,15.086188242566,4.962790046407,5.4227749548926,3.6942349354143,13.135678849815,2.9337108405171,18.398116888753,18.398116888753
GWP_100_AR5_CH4,Eurasia,Fires,34.760907668129,36.835642172094,33.3604330256,21.271970943442,48.019071974738,48.019071974738,43.923822508864,27.558242233061,18.112481698174,35.447905105742,41.960155575337,13.922835743054,39.015196377983,69.021808285075,30.407822939365,40.339187433013,32.301224586394,22.284257018436,82.756428366409,32.705220902232,37.139242903241,28.921799161096,54.768142328702,29.843181850012,41.247186266809,18.157999054075,38.469751906258,20.344439688651,57.454233220905,34.833176206966,27.25319214479,34.137511532109,15.87273800481
GWP_100_AR5_CO2,Eurasia,Fires,413.94288492627,438.05022784752,391.46892326605,258.24956302276,589.50450482465,589.50450482465,535.40115694955,348.27324276957,194.71248310651,428.45823090671,506.39399661095,156.1993054672,172.25798622259,362.93089283022,170.07692929064,144.99926079666,160.25457942911,98.20398667402,354.03178936902,149.37448568191,193.52593683657,175.44940237152,280.21242348724,129.91659171184,260.62220330516,97.85664073795,203.1271563243,109.49685879684,254.17405711134,196.55825374013,152.33917339732,188.25058532479,90.21472391563
GWP_100_AR5_N2O,Eurasia,Fires,18.674794210767,19.841742845016,18.505551955303,11.820935394532,26.152734379798,26.152734379798,23.667619636629,15.36743159191,10.553706858534,19.897645916094,23.330267430429,8.1614492452112,10.359469601793,12.906589193864,8.9064763689652,6.4449322836559,8.838534895024,5.0394658518897,11.173280176066,5.2661220781313,8.7212452137307,6.7118731390146,9.4286128993521,3.2377807433541,10.613456551816,5.2710906775636,6.4508522024995,7.0888865711833,7.0855075060514,8.1386678580442,5.351381336217,6.5949514717589,3.404414751195
GWP_100_AR5_CO2,Eurasia,Forest Land,-1796.7723547663,-1793.8492442746,-1792.0648445319,-1920.0949505545,-2065.0620517895,-2057.2314928199,-2085.1469446512,-1996.2347027255,-2042.4142702899,-1990.5644196663,-1961.5670272549,-1946.9876900082,-1944.231920414,-1923.7206585801,-1912.5392475492,-1904.8086840509,-1888.9255471054,-1856.2630594351,-1993.3939033102,-2002.7008156077,-1948.4281196013,-1912.6073488639,-1892.838303925,-1894.6241387644,-1867.1493725403,-1860.6387355786,-1853.9399439567,-1851.9345262433,-1776.3131108787,-1805.2774834825,-1804.3068776463,-1805.3844148805,-1801.7622165305
GWP_100_AR5_CO2,Eurasia,Organic Soil,148.49039675632,148.49039675632,148.49039675632,148.49039675632,148.49039675632,148.49039675632,148.49039675632,148.49039675632,148.49039675632,148.49039675632,148.49039675632,146.96717969098,145.44270874141,143.87881168357,142.60722258912,141.29151907233,139.96536189182,139.17066539505,136.18900239094,134.88318210104,135.2016805612,133.92817146885,133.9621022579,133.42194846138,133.49161941436,133.52998482214,132.79682613534,132.70329940147,133.44132129497,133.3984889528,133.3984889528,133.3984889528,133.3984889528
GWP_100_AR5_CO2,Eurasia,Other Land,-32.648051969797,11.871787281873,6.9187247986435,-9.8594437583338,-46.533332050986,-70.084390492936,-95.234956575864,-108.53294731463,-120.74261379358,-143.62163409763,-135.22268813214,-147.1357401505,-161.47782588515,-148.64853250143,-130.2247370597,-131.21728296483,-110.7336188207,-147.19296288961,-194.90495303081,-174.54576333749,-205.31776310825,-204.81091179078,-219.28399541908,-190.96035001276,-245.70160184799,-185.73267025349,-217.76458516303,-214.20796521076,-215.26659943819,-203.31786467664,-202.37849591356,-171.38851287851,-171.38851287851
GWP_100_AR5_CO2,Europe,Deforestation,30.718921812209,30.827172149879,30.891632589581,32.244222163421,31.519662411734,31.904702847333,34.309493160067,35.756590168428,38.802239494288,37.066891875615,36.673978106226,39.061236025867,40.314207346499,41.242659460623,43.248326325667,43.532962108416,45.521908249939,47.303048669236,46.901685792665,46.630346089007,47.171920302857,47.535024712906,48.016365306892,51.453501680609,45.670285477959,48.739577028501,49.426478353671,43.519639555682,42.163861811232,41.939695203432,39.527381554266,39.00035978296,39.00035978296
GWP_100_AR5_CH4,Europe,Fires,5.3656618362476,3.0332742615211,2.2333742436504,1.5258728744437,3.4550539086833,3.4550539086833,3.7516822060164,1.191875129404,5.2361648964158,2.0364787783239,4.2541918178785,4.3202964599408,1.7005986961286,2.2388028140862,0.46844044661064,1.249055549975,0.72310095506124,1.4390469848129,0.45904125495648,0.7093053698598,0.69119892263296,1.2991138094732,2.320545831175,0.49760202416624,1.117415658275,2.3143741043489,0.6049661672208,1.9956746919964,0.61693587093964,1.9637518702693,1.7785406954468,0.97562746820476,1.9156207253397
GWP_100_AR5_CO2,Europe,Fires,44.203892202298,28.324495474219,22.638816299219,15.537169380659,34.009135894148,34.009135894148,37.264981610553,7.931139715103,50.765532118868,20.342172396825,40.730683432135,37.144435953203,6.20100517157,15.00173083645,2.92410263196,12.61021623748,6.39293560424,9.51381533122,2.88427246812,5.62186988282,5.16366975493,6.55573405317,12.04614956757,4.58514980479,7.6082464519,10.79642843923,5.12077078834,20.93092979176,4.77424078166,9.53159899596,11.58328899873,9.77325841283,13.10309212779
GWP_100_AR5_N2O,Europe,Fires,1.7755229527635,1.2008369675505,1.0148045070004,0.68943705617637,1.4979957108912,1.4979957108912,1.631113423867,0.31058213624554,2.1918302972058,0.91806637730174,1.7825777628251,1.5631293162023,0.14497774118806,0.57324512099998,0.13407795660939,0.54858979937347,0.2905746320355,0.40691576884985,0.16145671086852,0.25559519129681,0.2246826855506,0.23510571342392,0.41328969618721,0.20261090038127,0.30678167786672,0.3332933692345,0.2377766653288,0.91733566577833,0.1988931150777,0.29182881888735,0.43625347306368,0.44077976126707,0.50102531301204
GWP_100_AR5_CO2,Europe,Forest Land,-613.19044457596,-735.90528269558,-729.07901618868,-738.88746721632,-693.72409231555,-654.69997643839,-674.95102916706,-635.80141924496,-632.86808823367,-615.96848484691,-544.08457392186,-594.97215439062,-582.35215911508,-550.08213092351,-528.26557563619,-475.40809405303,-512.44492619582,-445.38806306534,-517.93173915781,-595.95021676124,-487.5530200429,-478.22143124584,-479.22752281579,-466.8631510605,-460.39668171802,-444.1711639212,-428.21726542678,-420.47060651865,-356.91900689585,-353.84236668034,-383.81212157775,-337.62584904874,-328.47071189916
GWP_100_AR5_CO2,Europe,Organic Soil,120.31753149487,120.31753149487,120.31753149487,120.31753149487,120.31753149487,120.31753149487,120.31753149487,120.31753149487,120.31753149487,120.31753149487,120.31753149487,120.59479254442,120.43183593932,120.01421797112,119.03257903129,119.41156632373,120.54908294317,119.92816561685,119.87492969547,119.78993435681,119.22412754729,119.36090599645,119.62470110329,119.18527740951,119.51204910132,119.47007385531,120.02283576088,120.10719458661,120.03649534556,120.4038630414,120.39778783527,120.39778783527,120.39778783527
GWP_100_AR5_CO2,Europe,Other Land,-43.529863611762,-45.781450726844,-43.364040033346,-52.908932674486,-61.267375777535,-73.715175708053,-69.696915867208,-67.900854662001,-74.035877219661,-150.2663538862,-73.448460130848,-78.488536011804,-79.043595178028,-101.24481712927,-113.8252865669,-116.1751045333,-129.33034039357,-124.88094149582,-74.766296332891,-77.167078583449,-102.16818104979,-88.558513691839,-90.709397649897,-73.290543432707,-76.518522984636,-100.72784068797,-103.28107423949,-105.84771280528,-99.468371227269,-110.54191919625,-123.06531766791,-133.1614360436,-133.1614360436
GWP_100_AR5_CO2,Latin America and Caribbean,Deforestation,1476.2004151644,1329.2324151644,1488.5204151644,1544.6294151644,1539.5674151644,2524.3203455266,1891.0692758888,1607.983206251,1846.3720841675,1839.227962084,1891.581271,1834.31915,2039.653188,3050.334755,3230.690769,2312.215498,1994.610466,1737.246707,1813.640296,1258.920786,1194.202422,1208.117306,1129.899275,1293.752693,1095.679627,1189.42084361,1223.5525073,1235.14575105,1236.43296346,1238.66201746,1238.66301746,1238.66301746,1238.66301746
GWP_100_AR5_CH4,Latin America and Caribbean,Fires,58.779588213829,83.875011745282,89.386559053,173.45753067229,76.033206801701,76.033206801701,77.755008852766,45.426624009455,77.755877360812,93.921728454796,150.76297456708,66.408865371402,60.151596032856,77.903414385968,78.695685438165,80.412762907101,58.935340906808,98.196677063478,45.540551264265,34.478235300971,115.74997220531,34.165952383381,45.327872244928,35.164427123527,30.883405223153,51.341025783377,61.241312491071,50.904003510762,28.106794049553,76.069713987484,83.876025423567,48.74832037648,65.933806995132
GWP_100_AR5_CO2,Latin America and Caribbean,Fires,78.700385720563,72.185958244444,58.076070616325,50.747941399392,96.508602648745,96.508602648745,82.620758406831,53.687547125095,58.443008996949,81.239058668277,42.831619734298,60.724053653945,24.15990471687,26.93150704122,12.2298007836,17.45970395639,14.80491183921,9.64611981939,22.40984395675,16.02338817678,8.11350793861,20.66603291181,12.48558315857,10.7003296901,8.41528397449,17.20104839915,18.76747005052,45.49202794139,16.05959605317,17.27488924203,25.26147394839,15.03630581195,22.29306896961
GWP_100_AR5_N2O,Latin America and Caribbean,Fires,19.394822378411,27.088862685355,27.81264193946,49.845128151745,25.546721500553,25.546721500553,26.934398561463,13.91510084288,23.703669700075,28.442305884745,43.619006948604,22.788597017388,24.308355674428,24.517679272979,27.863084472959,28.790822062813,18.159759360641,36.12745766395,17.217483484336,10.883876686677,37.914931717392,15.032748152633,18.524354185816,11.413817332969,12.4435513606,18.016011780983,17.445358492771,21.644477113193,11.566779075728,24.708506059747,29.244012663329,18.989162545594,21.010539803981
GWP_100_AR5_CO2,Latin America and Caribbean,Forest Land,-2200.3294528327,-2135.5039257494,-2220.4329602288,-2134.1773090817,-2107.4174015401,-2049.7413042426,-2010.7162614645,-1964.0908115509,-1907.230475384,-1833.5654473982,-1872.4250936319,-1818.6211822397,-1703.4335858102,-1716.5650132492,-1664.0085810298,-1677.8492777974,-1626.3161323891,-1642.0431246033,-1840.0456444022,-1791.6028357406,-1685.529035235,-1600.8308842734,-1612.4112213763,-1602.9931870305,-1656.1014890299,-1568.6591939398,-1612.3403287045,-1549.4864421639,-1616.6244636958,-1633.0247985565,-1631.3756317554,-1630.189432996,-1666.3455652605
GWP_100_AR5_CO2,Latin America and Caribbean,Other Land,-29.564693663026,-34.406506663026,-33.346319663026,-31.824132663026,-34.579945663026,-19.536619836583,-26.047294010141,-36.323968183698,-37.055654367905,-41.294340552111,-43.535594,-38.546627333333,-28.369353666667,-3.8574999999998,-8.0731243333335,-37.114248666667,-42.892189,-47.555052333333,-44.703231666667,-36.766984,-49.595225,-36.528094,-43.065365,-38.096110333333,-41.557753666667,-51.518949,-57.546411,-77.692773,-74.612668,-77.423215,-77.423215,-77.423215,-77.423215
GWP_100_AR5_CO2,Middle East,Deforestation,99.69173,99.69173,99.69173,99.69173,99.69173,99.69173,99.69173,99.69173,99.69173,99.69173,99.69173,99.69173,99.69173,99.69173,99.69173,99.69173,99.69173,99.69173,99.69173,99.69173,99.69173,99.69173,99.69173,99.69173,99.69173,99.69173,99.69173,99.69173,99.69173,99.69173,99.69173,99.69173,99.69173
GWP_100_AR5_CH4,Middle East,Fires,0.17345869307681,0.32876581506682,0.10945371989167,0.11464418024883,0.34834244205353,0.34834244205353,0.49635294524378,0.10442170541123,0.4802219127415,0.27736444460817,0.25194213070119,0.26777865931078,0.07483231282212,0.04833761443028,0.06145638582468,0.062469914465,0.04803224212612,0.07499003929312,0.04231667677748,0.03578886176936,0.17648460486552,0.05983668017964,0.04798826412352,0.04372444352276,0.07027481095768,0.0802012545544,0.09692057578224,0.06170887832676,0.05269270272728,0.94476036264596,0.3068346961624,0.07707937144068,0.03278782416868
GWP_100_AR5_CO2,Middle East,Fires,2.5619701245828,5.4664921320193,1.7727763869376,2.2435084395747,4.9196051292033,4.9196051292033,7.0721494024844,1.6699528896198,6.8927261359694,4.3825743684721,3.2986897008653,3.9093612177929,0.9628330882,0.64218302943,0.84342029326,0.97533863612,0.74290900291,0.88235063745,0.21463867351,0.20823833291,1.5885077156,1.06338082233,0.38880469633,0.60408926578,1.12315810163,0.77050649742,1.25996456614,0.95048549323,0.4711608646,21.11436877126,3.89363498602,1.02484170183,0.33019562009
GWP_100_AR5_N2O,Middle East,Fires,0.1216064089973,0.23988230500769,0.07810445030636,0.097368857636377,0.22273908466964,0.22273908466964,0.32215388318952,0.07408697135884,0.30771794286409,0.1983324660733,0.16640059056041,0.18578685890666,0.0646648782154,0.04177000358083,0.04947975373442,0.053448771102635,0.04150612209813,0.06198879068737,0.03647014953064,0.0309262443267,0.12685483550641,0.051027844408155,0.028833934819325,0.0373957072142,0.060726602419165,0.068625493356875,0.08307316694366,0.050463646097735,0.04485451661949,0.81597571807971,0.26084170771897,0.062000139019545,0.02450229568263
GWP_100_AR5_CO2,Middle East,Forest Land,-11.825287187527,-10.913649759507,-10.830407036394,-10.440058063799,-10.277193405974,-10.037878679724,-10.044926592102,-9.4715921556604,-9.7058533308167,-9.7976914242277,-9.6947317359732,-9.7117359405054,-10.389590032354,-9.8386442130655,-9.8561044469978,-9.7824552333251,-9.5858648094326,-9.3047058784949,-9.0611705344665,-8.9449252894181,-9.0208762094367,-8.935939290655,-8.6308289783989,-8.4748995057163,-8.3577358459627,-8.7650046248729,-8.9848376486386,-8.8363519448927,-8.7190167088513,-8.5768665062002,-8.9024103629308,-8.9015769741194,-8.3116714123231
GWP_100_AR5_CO2,Middle East,Other Land,-0.95513,-0.95513,-0.95513,-0.95513,-0.95513,-0.95513,-0.95513,-0.95513,-0.95513,-0.95513,-0.95513,-1.16271,-1.16261,-1.08487,-1.1113,-1.02542,-1.03642,-1.11845,-0.97609,-0.95382,-0.95214,-0.86196,-0.7844,-1.03707,-1.1193,-1.11766,-1.15199,-1.17058,-1.16812,-1.16812,-1.16812,-1.16812,-1.16812
GWP_100_AR5_CO2,North America,Deforestation,131.30499069966,131.35898458667,131.42055965133,131.34939060092,131.38685414475,131.38823545343,131.40520097342,131.45728520219,131.59086695395,131.68595431326,131.90670878828,132.11116975211,132.27363293154,132.57015807804,132.81445763224,133.14153299392,133.47893006168,133.80833937328,134.06894485478,134.26414150144,134.4663953799,134.80180479638,135.13808026012,135.60625816488,136.18220774755,136.55593113303,136.84216783021,137.03848536199,137.06538683047,137.05753850465,137.07999698279,139.11285176457,139.11285176457
GWP_100_AR5_CH4,North America,Fires,34.976475018945,36.350020418611,24.173666204407,29.690619583947,58.423766606359,58.423766606359,20.873530848988,15.516014676794,74.317221585297,33.034000734178,30.517556835176,18.609476445259,31.585350347532,32.548222953111,19.380730253635,20.668814395989,20.193873711554,50.548686193831,12.882656047146,10.83027882819,13.02460363689,41.140855274317,29.099217180054,36.360255520252,27.369812140635,32.548028078898,20.842173629006,29.831543618437,18.604117327545,19.223729129466,11.798286017785,40.187808966941,17.98617912267
GWP_100_AR5_CO2,North America,Fires,195.11667186498,210.30168755018,126.66055588002,149.29487947812,285.80428894352,285.80428894352,126.93761751504,84.464517716975,327.83010793934,135.30453291351,149.15985999246,89.978119158588,79.08091642726,100.86723609582,72.1329305007,74.9698627851,47.89649616016,62.02040806861,47.10981976441,33.39052904706,44.83086800885,58.61221626824,78.88582859963,115.78768026174,77.31921754751,136.8229339961,59.36951705867,92.58695853969,105.42846516265,72.71783104441,89.35018209939,178.67508794483,70.16766532966
GWP_100_AR5_N2O,North America,Fires,7.6952434645199,8.1742985615617,5.4459538724593,6.1363797251099,8.9913642670297,8.9913642670297,5.4073695779195,3.6351169705188,9.8173451835296,6.4886838044706,6.9246025318548,3.5838247950409,1.9908262820678,2.3288490776895,2.5085594734751,2.3155891680539,2.301906026142,2.2779109269308,2.1315168108415,1.6053724769881,1.9731913905883,2.6428591231541,2.327619448999,2.6328826846935,2.3368395071195,4.1578091111818,1.6593710865269,3.7268779586614,4.5504189322551,2.2825459450786,4.3220263333112,5.5309616542179,2.6140323632044
GWP_100_AR5_CO2,North America,Forest Land,-1551.4165002134,-1586.4891087355,-1584.0799603558,-1596.858101098,-1578.1621244105,-1574.0090715049,-1590.2297865378,-1582.3577927143,-1593.9503354302,-1563.9498930582,-1556.9599331564,-1636.785397041,-1620.8250913829,-1658.6023827892,-1582.5850107397,-1582.7090103279,-1642.5590199874,-1746.1488101538,-1981.5505055276,-2127.3441265197,-1982.121356698,-1924.1411317175,-1935.9516040826,-1905.2348171538,-1896.3418581829,-1891.7378651483,-1925.0874153215,-1914.2497320501,-1848.4626638116,-1867.1668577132,-1930.1602619742,-1878.4057799677,-1909.5019598606
GWP_100_AR5_CO2,North America,Organic Soil,40.045890074108,40.045890074108,40.045890074108,40.045890074108,40.045890074108,40.045890074108,40.045890074108,40.045890074108,40.045890074108,40.045890074108,40.045890074108,46.418774883461,46.390893858714,46.008187517554,45.824444081488,45.529181481765,45.3314758047,44.505733627362,44.33197549362,44.078976273377,44.239615319301,44.310112398596,44.387331990127,43.573282575192,42.121529526626,45.589681618167,44.70391497879,46.153993695417,47.175899816836,43.811779960994,43.811779960994,43.811779960994,43.811779960994
